"COU","Country","IND","Indicator","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ESP","Spain","I_1","Total gross premiums > Total","2010","2010","USD","US Dollar","6","Millions",,,76313.337,,
"ESP","Spain","I_1","Total gross premiums > Total","2011","2011","USD","US Dollar","6","Millions",,,86265.165,,
"ESP","Spain","I_1","Total gross premiums > Total","2012","2012","USD","US Dollar","6","Millions",,,72884.001,,
"ESP","Spain","I_1","Total gross premiums > Total","2013","2013","USD","US Dollar","6","Millions",,,77154.773,,
"ESP","Spain","I_1","Total gross premiums > Total","2014","2014","USD","US Dollar","6","Millions",,,76502.401,,
"ESP","Spain","I_1","Total gross premiums > Total","2015","2015","USD","US Dollar","6","Millions",,,65487.628,,
"ESP","Spain","I_1","Total gross premiums > Total","2016","2016","USD","US Dollar","6","Millions",,,73604.744,,
"ESP","Spain","I_1","Total gross premiums > Total","2017","2017","USD","US Dollar","6","Millions",,,74058.244,,
"ESP","Spain","I_2","Total gross premiums > Life","2007","2007","USD","US Dollar","6","Millions",,,31939.231,,
"ESP","Spain","I_2","Total gross premiums > Life","2008","2008","USD","US Dollar","6","Millions",,,40266.615,,
"ESP","Spain","I_2","Total gross premiums > Life","2009","2009","USD","US Dollar","6","Millions",,,40560.899,,
"ESP","Spain","I_2","Total gross premiums > Life","2010","2010","USD","US Dollar","6","Millions",,,36290.555,,
"ESP","Spain","I_2","Total gross premiums > Life","2011","2011","USD","US Dollar","6","Millions",,,40499.226,,
"ESP","Spain","I_2","Total gross premiums > Life","2012","2012","USD","US Dollar","6","Millions",,,33822.482,,
"ESP","Spain","I_2","Total gross premiums > Life","2013","2013","USD","US Dollar","6","Millions",,,34387.324,,
"ESP","Spain","I_2","Total gross premiums > Life","2014","2014","USD","US Dollar","6","Millions",,,33567.243,,
"ESP","Spain","I_2","Total gross premiums > Life","2015","2015","USD","US Dollar","6","Millions",,,28520.379,,
"ESP","Spain","I_2","Total gross premiums > Life","2016","2016","USD","US Dollar","6","Millions",,,34671.726,,
"ESP","Spain","I_2","Total gross premiums > Life","2017","2017","USD","US Dollar","6","Millions",,,33180.185,,
"ESP","Spain","I_3","Total gross premiums > Non-Life","2007","2007","USD","US Dollar","6","Millions",,,46410.156,,
"ESP","Spain","I_3","Total gross premiums > Non-Life","2008","2008","USD","US Dollar","6","Millions",,,51167.854,,
"ESP","Spain","I_3","Total gross premiums > Non-Life","2009","2009","USD","US Dollar","6","Millions",,,44603.171,,
"ESP","Spain","I_3","Total gross premiums > Non-Life","2010","2010","USD","US Dollar","6","Millions",,,40022.783,,
"ESP","Spain","I_3","Total gross premiums > Non-Life","2011","2011","USD","US Dollar","6","Millions",,,45765.94,,
"ESP","Spain","I_3","Total gross premiums > Non-Life","2012","2012","USD","US Dollar","6","Millions",,,39061.519,,
"ESP","Spain","I_3","Total gross premiums > Non-Life","2013","2013","USD","US Dollar","6","Millions",,,42767.45,,
"ESP","Spain","I_3","Total gross premiums > Non-Life","2014","2014","USD","US Dollar","6","Millions",,,42935.158,,
"ESP","Spain","I_3","Total gross premiums > Non-Life","2015","2015","USD","US Dollar","6","Millions",,,36967.249,,
"ESP","Spain","I_3","Total gross premiums > Non-Life","2016","2016","USD","US Dollar","6","Millions",,,38933.018,,
"ESP","Spain","I_3","Total gross premiums > Non-Life","2017","2017","USD","US Dollar","6","Millions",,,40878.06,,
"SWE","Sweden","I_1","Total gross premiums > Total","2007","2007","USD","US Dollar","6","Millions",,,31050.028,,
"SWE","Sweden","I_1","Total gross premiums > Total","2008","2008","USD","US Dollar","6","Millions",,,31434.818,,
"SWE","Sweden","I_1","Total gross premiums > Total","2009","2009","USD","US Dollar","6","Millions",,,25464.934,,
"SWE","Sweden","I_1","Total gross premiums > Total","2010","2010","USD","US Dollar","6","Millions",,,25623.778,,
"SWE","Sweden","I_1","Total gross premiums > Total","2011","2011","USD","US Dollar","6","Millions",,,28062.491,,
"SWE","Sweden","I_1","Total gross premiums > Total","2012","2012","USD","US Dollar","6","Millions",,,24668.872,,
"SWE","Sweden","I_1","Total gross premiums > Total","2013","2013","USD","US Dollar","6","Millions",,,27202.605,,
"SWE","Sweden","I_1","Total gross premiums > Total","2014","2014","USD","US Dollar","6","Millions",,,49890.473,,
"SWE","Sweden","I_1","Total gross premiums > Total","2015","2015","USD","US Dollar","6","Millions",,,40253.635,,
"SWE","Sweden","I_1","Total gross premiums > Total","2016","2016","USD","US Dollar","6","Millions",,,39107.022,,
"SWE","Sweden","I_1","Total gross premiums > Total","2017","2017","USD","US Dollar","6","Millions",,,44382.288,,
"SWE","Sweden","I_2","Total gross premiums > Life","2007","2007","USD","US Dollar","6","Millions",,,15448.817,,
"SWE","Sweden","I_2","Total gross premiums > Life","2008","2008","USD","US Dollar","6","Millions",,,14678.584,,
"SWE","Sweden","I_2","Total gross premiums > Life","2009","2009","USD","US Dollar","6","Millions",,,12931.061,,
"SWE","Sweden","I_2","Total gross premiums > Life","2010","2010","USD","US Dollar","6","Millions",,,12509.982,,
"SWE","Sweden","I_2","Total gross premiums > Life","2011","2011","USD","US Dollar","6","Millions",,,13922.599,,
"SWE","Sweden","I_2","Total gross premiums > Life","2012","2012","USD","US Dollar","6","Millions",,,13311.408,,
"SWE","Sweden","I_2","Total gross premiums > Life","2013","2013","USD","US Dollar","6","Millions",,,14189.653,,
"SWE","Sweden","I_2","Total gross premiums > Life","2014","2014","USD","US Dollar","6","Millions",,,34734.482,,
"SWE","Sweden","I_2","Total gross premiums > Life","2015","2015","USD","US Dollar","6","Millions",,,29507.255,,
"SWE","Sweden","I_2","Total gross premiums > Life","2016","2016","USD","US Dollar","6","Millions",,,29301.594,,
"SWE","Sweden","I_2","Total gross premiums > Life","2017","2017","USD","US Dollar","6","Millions",,,33760.989,,
"SWE","Sweden","I_3","Total gross premiums > Non-Life","2007","2007","USD","US Dollar","6","Millions",,,15601.211,,
"SWE","Sweden","I_3","Total gross premiums > Non-Life","2008","2008","USD","US Dollar","6","Millions",,,16756.234,,
"SWE","Sweden","I_3","Total gross premiums > Non-Life","2009","2009","USD","US Dollar","6","Millions",,,12533.873,,
"SWE","Sweden","I_3","Total gross premiums > Non-Life","2010","2010","USD","US Dollar","6","Millions",,,13113.796,,
"SWE","Sweden","I_3","Total gross premiums > Non-Life","2011","2011","USD","US Dollar","6","Millions",,,14139.892,,
"SWE","Sweden","I_3","Total gross premiums > Non-Life","2012","2012","USD","US Dollar","6","Millions",,,11357.464,,
"SWE","Sweden","I_3","Total gross premiums > Non-Life","2013","2013","USD","US Dollar","6","Millions",,,13012.952,,
"SWE","Sweden","I_3","Total gross premiums > Non-Life","2014","2014","USD","US Dollar","6","Millions",,,15155.992,,
"SWE","Sweden","I_3","Total gross premiums > Non-Life","2015","2015","USD","US Dollar","6","Millions",,,10746.379,,
"SWE","Sweden","I_3","Total gross premiums > Non-Life","2016","2016","USD","US Dollar","6","Millions",,,9805.429,,
"SWE","Sweden","I_3","Total gross premiums > Non-Life","2017","2017","USD","US Dollar","6","Millions",,,10621.298,,
"CHE","Switzerland","I_1","Total gross premiums > Total","2007","2007","USD","US Dollar","6","Millions",,,45486.133,,
"CHE","Switzerland","I_1","Total gross premiums > Total","2008","2008","USD","US Dollar","6","Millions",,,57046.967,,
"CHE","Switzerland","I_1","Total gross premiums > Total","2009","2009","USD","US Dollar","6","Millions",,,57191.081,,
"CHE","Switzerland","I_1","Total gross premiums > Total","2010","2010","USD","US Dollar","6","Millions",,,61637.407,,
"CHE","Switzerland","I_1","Total gross premiums > Total","2011","2011","USD","US Dollar","6","Millions",,,71481.78,,
"CHE","Switzerland","I_1","Total gross premiums > Total","2012","2012","USD","US Dollar","6","Millions",,,70213.764,,
"CHE","Switzerland","I_1","Total gross premiums > Total","2013","2013","USD","US Dollar","6","Millions",,,74264.246,,
"CHE","Switzerland","I_1","Total gross premiums > Total","2014","2014","USD","US Dollar","6","Millions",,,74480.076,,
"CHE","Switzerland","I_1","Total gross premiums > Total","2015","2015","USD","US Dollar","6","Millions",,,70366.64,,
"CHE","Switzerland","I_1","Total gross premiums > Total","2016","2016","USD","US Dollar","6","Millions",,,67482.625,,
"CHE","Switzerland","I_1","Total gross premiums > Total","2017","2017","USD","US Dollar","6","Millions",,,67772.484,,
"CHE","Switzerland","I_2","Total gross premiums > Life","2007","2007","USD","US Dollar","6","Millions",,,23917.708,,
"CHE","Switzerland","I_2","Total gross premiums > Life","2008","2008","USD","US Dollar","6","Millions",,,29188.71,,
"CHE","Switzerland","I_2","Total gross premiums > Life","2009","2009","USD","US Dollar","6","Millions",,,27289.644,,
"CHE","Switzerland","I_2","Total gross premiums > Life","2010","2010","USD","US Dollar","6","Millions",,,29209.737,,
"CHE","Switzerland","I_2","Total gross premiums > Life","2011","2011","USD","US Dollar","6","Millions",,,34589.179,,
"CHE","Switzerland","I_2","Total gross premiums > Life","2012","2012","USD","US Dollar","6","Millions",,,33597.956,,
"CHE","Switzerland","I_2","Total gross premiums > Life","2013","2013","USD","US Dollar","6","Millions",,,35790.73,,
"CHE","Switzerland","I_2","Total gross premiums > Life","2014","2014","USD","US Dollar","6","Millions",,,36140.329,,
"CHE","Switzerland","I_2","Total gross premiums > Life","2015","2015","USD","US Dollar","6","Millions",,,34407.359,,
"CHE","Switzerland","I_2","Total gross premiums > Life","2016","2016","USD","US Dollar","6","Millions",,,31671.583,,
"CHE","Switzerland","I_2","Total gross premiums > Life","2017","2017","USD","US Dollar","6","Millions",,,30485.685,,
"CHE","Switzerland","I_3","Total gross premiums > Non-Life","2007","2007","USD","US Dollar","6","Millions",,,21568.425,,
"CHE","Switzerland","I_3","Total gross premiums > Non-Life","2008","2008","USD","US Dollar","6","Millions",,,27858.257,,
"CHE","Switzerland","I_3","Total gross premiums > Non-Life","2009","2009","USD","US Dollar","6","Millions",,,29901.437,,
"CHE","Switzerland","I_3","Total gross premiums > Non-Life","2010","2010","USD","US Dollar","6","Millions",,,32427.67,,
"CHE","Switzerland","I_3","Total gross premiums > Non-Life","2011","2011","USD","US Dollar","6","Millions",,,36892.601,,
"CHE","Switzerland","I_3","Total gross premiums > Non-Life","2012","2012","USD","US Dollar","6","Millions",,,36615.808,,
"CHE","Switzerland","I_3","Total gross premiums > Non-Life","2013","2013","USD","US Dollar","6","Millions",,,38473.516,,
"CHE","Switzerland","I_3","Total gross premiums > Non-Life","2014","2014","USD","US Dollar","6","Millions",,,38339.748,,
"CHE","Switzerland","I_3","Total gross premiums > Non-Life","2015","2015","USD","US Dollar","6","Millions",,,35959.281,,
"CHE","Switzerland","I_3","Total gross premiums > Non-Life","2016","2016","USD","US Dollar","6","Millions",,,35811.042,,
"CHE","Switzerland","I_3","Total gross premiums > Non-Life","2017","2017","USD","US Dollar","6","Millions",,,37286.799,,
"TUR","Turkey","I_1","Total gross premiums > Total","2007","2007","USD","US Dollar","6","Millions",,,8389.333,,
"TUR","Turkey","I_1","Total gross premiums > Total","2008","2008","USD","US Dollar","6","Millions",,,9050.537,,
"TUR","Turkey","I_1","Total gross premiums > Total","2009","2009","USD","US Dollar","6","Millions",,,8454.89,,
"TUR","Turkey","I_1","Total gross premiums > Total","2010","2010","USD","US Dollar","6","Millions",,,9971.197,,
"TUR","Turkey","I_1","Total gross premiums > Total","2011","2011","USD","US Dollar","6","Millions",,,10247.193,,
"TUR","Turkey","I_1","Total gross premiums > Total","2012","2012","USD","US Dollar","6","Millions",,,11398.967,,
"TUR","Turkey","I_1","Total gross premiums > Total","2013","2013","USD","US Dollar","6","Millions",,,13211.708,,
"TUR","Turkey","I_1","Total gross premiums > Total","2014","2014","USD","US Dollar","6","Millions",,,12313.62,,
"TUR","Turkey","I_1","Total gross premiums > Total","2015","2015","USD","US Dollar","6","Millions",,,11775.412,,
"TUR","Turkey","I_1","Total gross premiums > Total","2016","2016","USD","US Dollar","6","Millions",,,13718.387,,
"TUR","Turkey","I_1","Total gross premiums > Total","2017","2017","USD","US Dollar","6","Millions",,,13074.108,,
"TUR","Turkey","I_2","Total gross premiums > Life","2007","2007","USD","US Dollar","6","Millions",,,1021.31,,
"TUR","Turkey","I_2","Total gross premiums > Life","2008","2008","USD","US Dollar","6","Millions",,,1211.136,,
"TUR","Turkey","I_2","Total gross premiums > Life","2009","2009","USD","US Dollar","6","Millions",,,1436.411,,
"TUR","Turkey","I_2","Total gross premiums > Life","2010","2010","USD","US Dollar","6","Millions",,,1743.369,,
"TUR","Turkey","I_2","Total gross premiums > Life","2011","2011","USD","US Dollar","6","Millions",,,1879.891,,
"TUR","Turkey","I_2","Total gross premiums > Life","2012","2012","USD","US Dollar","6","Millions",,,1758.15,,
"TUR","Turkey","I_2","Total gross premiums > Life","2013","2013","USD","US Dollar","6","Millions",,,2071.791,,
"TUR","Turkey","I_2","Total gross premiums > Life","2014","2014","USD","US Dollar","6","Millions",,,1509.534,,
"TUR","Turkey","I_2","Total gross premiums > Life","2015","2015","USD","US Dollar","6","Millions",,,1389.889,,
"TUR","Turkey","I_2","Total gross premiums > Life","2016","2016","USD","US Dollar","6","Millions",,,2048.001,,
"TUR","Turkey","I_2","Total gross premiums > Life","2017","2017","USD","US Dollar","6","Millions",,,2268.176,,
"TUR","Turkey","I_3","Total gross premiums > Non-Life","2007","2007","USD","US Dollar","6","Millions",,,7368.022,,
"TUR","Turkey","I_3","Total gross premiums > Non-Life","2008","2008","USD","US Dollar","6","Millions",,,7839.401,,
"TUR","Turkey","I_3","Total gross premiums > Non-Life","2009","2009","USD","US Dollar","6","Millions",,,7018.479,,
"TUR","Turkey","I_3","Total gross premiums > Non-Life","2010","2010","USD","US Dollar","6","Millions",,,8227.828,,
"TUR","Turkey","I_3","Total gross premiums > Non-Life","2011","2011","USD","US Dollar","6","Millions",,,8367.302,,
"TUR","Turkey","I_3","Total gross premiums > Non-Life","2012","2012","USD","US Dollar","6","Millions",,,9640.817,,
"TUR","Turkey","I_3","Total gross premiums > Non-Life","2013","2013","USD","US Dollar","6","Millions",,,11139.917,,
"TUR","Turkey","I_3","Total gross premiums > Non-Life","2014","2014","USD","US Dollar","6","Millions",,,10804.086,,
"TUR","Turkey","I_3","Total gross premiums > Non-Life","2015","2015","USD","US Dollar","6","Millions",,,10385.523,,
"TUR","Turkey","I_3","Total gross premiums > Non-Life","2016","2016","USD","US Dollar","6","Millions",,,11670.386,,
"TUR","Turkey","I_3","Total gross premiums > Non-Life","2017","2017","USD","US Dollar","6","Millions",,,10805.932,,
"GBR","United Kingdom","I_1","Total gross premiums > Total","2007","2007","USD","US Dollar","6","Millions",,,644556.517,,
"GBR","United Kingdom","I_1","Total gross premiums > Total","2008","2008","USD","US Dollar","6","Millions",,,454666.149,,
"GBR","United Kingdom","I_1","Total gross premiums > Total","2009","2009","USD","US Dollar","6","Millions",,,342609.171,,
"GBR","United Kingdom","I_1","Total gross premiums > Total","2010","2010","USD","US Dollar","6","Millions",,,325141.31,,
"GBR","United Kingdom","I_1","Total gross premiums > Total","2011","2011","USD","US Dollar","6","Millions",,,339364.898,,
"GBR","United Kingdom","I_1","Total gross premiums > Total","2012","2012","USD","US Dollar","6","Millions",,,368524.786,,
"GBR","United Kingdom","I_1","Total gross premiums > Total","2013","2013","USD","US Dollar","6","Millions",,,340384.728,,
"GBR","United Kingdom","I_1","Total gross premiums > Total","2014","2014","USD","US Dollar","6","Millions",,,365688.053,,
"GBR","United Kingdom","I_1","Total gross premiums > Total","2015","2015","USD","US Dollar","6","Millions",,,336743.042,,
"GBR","United Kingdom","I_1","Total gross premiums > Total","2016","2016","USD","US Dollar","6","Millions",,,403794.037,,
"GBR","United Kingdom","I_1","Total gross premiums > Total","2017","2017","USD","US Dollar","6","Millions",,,394100.355,,
"GBR","United Kingdom","I_2","Total gross premiums > Life","2007","2007","USD","US Dollar","6","Millions",,,536103.901,,
"GBR","United Kingdom","I_2","Total gross premiums > Life","2008","2008","USD","US Dollar","6","Millions",,,346794.354,,
"GBR","United Kingdom","I_2","Total gross premiums > Life","2009","2009","USD","US Dollar","6","Millions",,,260292.849,,
"GBR","United Kingdom","I_2","Total gross premiums > Life","2010","2010","USD","US Dollar","6","Millions",,,239464.536,,
"GBR","United Kingdom","I_2","Total gross premiums > Life","2011","2011","USD","US Dollar","6","Millions",,,249302.573,,
"GBR","United Kingdom","I_2","Total gross premiums > Life","2012","2012","USD","US Dollar","6","Millions",,,277965.981,,
"GBR","United Kingdom","I_2","Total gross premiums > Life","2013","2013","USD","US Dollar","6","Millions",,,246475.08,,
"GBR","United Kingdom","I_2","Total gross premiums > Life","2014","2014","USD","US Dollar","6","Millions",,,268267.139,,
"GBR","United Kingdom","I_2","Total gross premiums > Life","2015","2015","USD","US Dollar","6","Millions",,,246702.408,,
"GBR","United Kingdom","I_2","Total gross premiums > Life","2016","2016","USD","US Dollar","6","Millions",,,277703.118,,
"GBR","United Kingdom","I_2","Total gross premiums > Life","2017","2017","USD","US Dollar","6","Millions",,,269257.787,,
"GBR","United Kingdom","I_3","Total gross premiums > Non-Life","2007","2007","USD","US Dollar","6","Millions",,,108452.617,,
"GBR","United Kingdom","I_3","Total gross premiums > Non-Life","2008","2008","USD","US Dollar","6","Millions",,,107871.795,,
"GBR","United Kingdom","I_3","Total gross premiums > Non-Life","2009","2009","USD","US Dollar","6","Millions",,,82316.322,,
"GBR","United Kingdom","I_3","Total gross premiums > Non-Life","2010","2010","USD","US Dollar","6","Millions",,,85676.773,,
"GBR","United Kingdom","I_3","Total gross premiums > Non-Life","2011","2011","USD","US Dollar","6","Millions",,,90062.325,,
"GBR","United Kingdom","I_3","Total gross premiums > Non-Life","2012","2012","USD","US Dollar","6","Millions",,,90558.805,,
"GBR","United Kingdom","I_3","Total gross premiums > Non-Life","2013","2013","USD","US Dollar","6","Millions",,,93909.648,,
"GBR","United Kingdom","I_3","Total gross premiums > Non-Life","2014","2014","USD","US Dollar","6","Millions",,,97420.914,,
"GBR","United Kingdom","I_3","Total gross premiums > Non-Life","2015","2015","USD","US Dollar","6","Millions",,,90040.634,,
"GBR","United Kingdom","I_3","Total gross premiums > Non-Life","2016","2016","USD","US Dollar","6","Millions",,,126090.919,,
"GBR","United Kingdom","I_3","Total gross premiums > Non-Life","2017","2017","USD","US Dollar","6","Millions",,,124842.568,,
"USA","United States","I_1","Total gross premiums > Total","2007","2007","USD","US Dollar","6","Millions",,,1993592.92,,
"USA","United States","I_1","Total gross premiums > Total","2008","2008","USD","US Dollar","6","Millions",,,2039111.64,,
"USA","United States","I_1","Total gross premiums > Total","2009","2009","USD","US Dollar","6","Millions",,,2029504.3,,
"USA","United States","I_1","Total gross premiums > Total","2010","2010","USD","US Dollar","6","Millions",,,2035561.543,,
"USA","United States","I_1","Total gross premiums > Total","2011","2011","USD","US Dollar","6","Millions",,,2154850.954,,
"USA","United States","I_1","Total gross premiums > Total","2012","2012","USD","US Dollar","6","Millions",,,2279817,,
"USA","United States","I_1","Total gross premiums > Total","2013","2013","USD","US Dollar","6","Millions",,,2289921,,
"USA","United States","I_1","Total gross premiums > Total","2014","2014","USD","US Dollar","6","Millions",,,2431323,,
"USA","United States","I_1","Total gross premiums > Total","2015","2015","USD","US Dollar","6","Millions",,,2621083,,
"USA","United States","I_1","Total gross premiums > Total","2016","2016","USD","US Dollar","6","Millions",,,2703793,,
"USA","United States","I_1","Total gross premiums > Total","2017","2017","USD","US Dollar","6","Millions",,,2836293.22,,
"USA","United States","I_2","Total gross premiums > Life","2007","2007","USD","US Dollar","6","Millions",,,778803.72,,
"USA","United States","I_2","Total gross premiums > Life","2008","2008","USD","US Dollar","6","Millions",,,810714.54,,
"USA","United States","I_2","Total gross premiums > Life","2009","2009","USD","US Dollar","6","Millions",,,798795,,
"USA","United States","I_2","Total gross premiums > Life","2010","2010","USD","US Dollar","6","Millions",,,799066.143,,
"USA","United States","I_2","Total gross premiums > Life","2011","2011","USD","US Dollar","6","Millions",,,864829.685,,
"USA","United States","I_2","Total gross premiums > Life","2012","2012","USD","US Dollar","6","Millions",,,919547,,
"USA","United States","I_2","Total gross premiums > Life","2013","2013","USD","US Dollar","6","Millions",,,881541,,
"USA","United States","I_2","Total gross premiums > Life","2014","2014","USD","US Dollar","6","Millions",,,880040,,
"USA","United States","I_2","Total gross premiums > Life","2015","2015","USD","US Dollar","6","Millions",,,973634,,
"USA","United States","I_2","Total gross premiums > Life","2016","2016","USD","US Dollar","6","Millions",,,970503,,
"USA","United States","I_2","Total gross premiums > Life","2017","2017","USD","US Dollar","6","Millions",,,1009291.22,,
"USA","United States","I_3","Total gross premiums > Non-Life","2007","2007","USD","US Dollar","6","Millions",,,1214789.2,,
"USA","United States","I_3","Total gross premiums > Non-Life","2008","2008","USD","US Dollar","6","Millions",,,1228397.1,,
"USA","United States","I_3","Total gross premiums > Non-Life","2009","2009","USD","US Dollar","6","Millions",,,1230709.3,,
"USA","United States","I_3","Total gross premiums > Non-Life","2010","2010","USD","US Dollar","6","Millions",,,1236495.4,,
"USA","United States","I_3","Total gross premiums > Non-Life","2011","2011","USD","US Dollar","6","Millions",,,1290021.269,,
"USA","United States","I_3","Total gross premiums > Non-Life","2012","2012","USD","US Dollar","6","Millions",,,1360270,,
"USA","United States","I_3","Total gross premiums > Non-Life","2013","2013","USD","US Dollar","6","Millions",,,1408380,,
"USA","United States","I_3","Total gross premiums > Non-Life","2014","2014","USD","US Dollar","6","Millions",,,1551283,,
"USA","United States","I_3","Total gross premiums > Non-Life","2015","2015","USD","US Dollar","6","Millions",,,1647449,,
"USA","United States","I_3","Total gross premiums > Non-Life","2016","2016","USD","US Dollar","6","Millions",,,1733290,,
"USA","United States","I_3","Total gross premiums > Non-Life","2017","2017","USD","US Dollar","6","Millions",,,1827002,,
"CHL","Chile","I_1","Total gross premiums > Total","2009","2009","USD","US Dollar","6","Millions",,,6248.478,,
"CHL","Chile","I_1","Total gross premiums > Total","2010","2010","USD","US Dollar","6","Millions",,,8309.065,,
"CHL","Chile","I_1","Total gross premiums > Total","2011","2011","USD","US Dollar","6","Millions",,,9699.226,,
"CHL","Chile","I_1","Total gross premiums > Total","2012","2012","USD","US Dollar","6","Millions",,,11298.144,,
"CHL","Chile","I_1","Total gross premiums > Total","2013","2013","USD","US Dollar","6","Millions",,,11775.773,,
"CHL","Chile","I_1","Total gross premiums > Total","2014","2014","USD","US Dollar","6","Millions",,,10975.785,,
"CHL","Chile","I_1","Total gross premiums > Total","2015","2015","USD","US Dollar","6","Millions",,,11413.344,,
"CHL","Chile","I_1","Total gross premiums > Total","2016","2016","USD","US Dollar","6","Millions",,,12401.026,,
"CHL","Chile","I_1","Total gross premiums > Total","2017","2017","USD","US Dollar","6","Millions",,,12860.489,,
"CHL","Chile","I_2","Total gross premiums > Life","2009","2009","USD","US Dollar","6","Millions",,,4066.99,,
"CHL","Chile","I_2","Total gross premiums > Life","2010","2010","USD","US Dollar","6","Millions",,,5484.185,,
"CHL","Chile","I_2","Total gross premiums > Life","2011","2011","USD","US Dollar","6","Millions",,,6066.548,,
"CHL","Chile","I_2","Total gross premiums > Life","2012","2012","USD","US Dollar","6","Millions",,,7399.962,,
"CHL","Chile","I_2","Total gross premiums > Life","2013","2013","USD","US Dollar","6","Millions",,,7830.072,,
"CHL","Chile","I_2","Total gross premiums > Life","2014","2014","USD","US Dollar","6","Millions",,,7224.459,,
"CHL","Chile","I_2","Total gross premiums > Life","2015","2015","USD","US Dollar","6","Millions",,,7794.592,,
"CHL","Chile","I_2","Total gross premiums > Life","2016","2016","USD","US Dollar","6","Millions",,,8725.516,,
"CHL","Chile","I_2","Total gross premiums > Life","2017","2017","USD","US Dollar","6","Millions",,,8930.398,,
"CHL","Chile","I_3","Total gross premiums > Non-Life","2009","2009","USD","US Dollar","6","Millions",,,2181.488,,
"CHL","Chile","I_3","Total gross premiums > Non-Life","2010","2010","USD","US Dollar","6","Millions",,,2824.88,,
"CHL","Chile","I_3","Total gross premiums > Non-Life","2011","2011","USD","US Dollar","6","Millions",,,3632.678,,
"CHL","Chile","I_3","Total gross premiums > Non-Life","2012","2012","USD","US Dollar","6","Millions",,,3898.182,,
"CHL","Chile","I_3","Total gross premiums > Non-Life","2013","2013","USD","US Dollar","6","Millions",,,3945.701,,
"CHL","Chile","I_3","Total gross premiums > Non-Life","2014","2014","USD","US Dollar","6","Millions",,,3751.326,,
"CHL","Chile","I_3","Total gross premiums > Non-Life","2015","2015","USD","US Dollar","6","Millions",,,3618.752,,
"CHL","Chile","I_3","Total gross premiums > Non-Life","2016","2016","USD","US Dollar","6","Millions",,,3675.51,,
"CHL","Chile","I_3","Total gross premiums > Non-Life","2017","2017","USD","US Dollar","6","Millions",,,3930.091,,
"EST","Estonia","I_1","Total gross premiums > Total","2009","2009","USD","US Dollar","6","Millions",,,343.067,,
"EST","Estonia","I_1","Total gross premiums > Total","2010","2010","USD","US Dollar","6","Millions",,,565.172,,
"EST","Estonia","I_1","Total gross premiums > Total","2011","2011","USD","US Dollar","6","Millions",,,560.001,,
"EST","Estonia","I_1","Total gross premiums > Total","2012","2012","USD","US Dollar","6","Millions",,,617.132,,
"EST","Estonia","I_1","Total gross premiums > Total","2013","2013","USD","US Dollar","6","Millions",,,774.046,,
"EST","Estonia","I_1","Total gross premiums > Total","2014","2014","USD","US Dollar","6","Millions",,,837.594,,
"EST","Estonia","I_1","Total gross premiums > Total","2015","2015","USD","US Dollar","6","Millions",,,763.881,,
"EST","Estonia","I_1","Total gross premiums > Total","2016","2016","USD","US Dollar","6","Millions",,,814.636,,
"EST","Estonia","I_1","Total gross premiums > Total","2017","2017","USD","US Dollar","6","Millions",,,921.797,,
"EST","Estonia","I_2","Total gross premiums > Life","2010","2010","USD","US Dollar","6","Millions",,,229.3,,
"EST","Estonia","I_2","Total gross premiums > Life","2011","2011","USD","US Dollar","6","Millions",,,222.866,,
"EST","Estonia","I_2","Total gross premiums > Life","2012","2012","USD","US Dollar","6","Millions",,,209.086,,
"EST","Estonia","I_2","Total gross premiums > Life","2013","2013","USD","US Dollar","6","Millions",,,227.044,,
"EST","Estonia","I_2","Total gross premiums > Life","2014","2014","USD","US Dollar","6","Millions",,,253.937,,
"EST","Estonia","I_2","Total gross premiums > Life","2015","2015","USD","US Dollar","6","Millions",,,237.961,,
"EST","Estonia","I_2","Total gross premiums > Life","2016","2016","USD","US Dollar","6","Millions",,,244.648,,
"EST","Estonia","I_2","Total gross premiums > Life","2017","2017","USD","US Dollar","6","Millions",,,251.297,,
"EST","Estonia","I_3","Total gross premiums > Non-Life","2009","2009","USD","US Dollar","6","Millions",,,343.067,,
"EST","Estonia","I_3","Total gross premiums > Non-Life","2010","2010","USD","US Dollar","6","Millions",,,335.873,,
"EST","Estonia","I_3","Total gross premiums > Non-Life","2011","2011","USD","US Dollar","6","Millions",,,337.135,,
"EST","Estonia","I_3","Total gross premiums > Non-Life","2012","2012","USD","US Dollar","6","Millions",,,408.047,,
"EST","Estonia","I_3","Total gross premiums > Non-Life","2013","2013","USD","US Dollar","6","Millions",,,547.003,,
"EST","Estonia","I_3","Total gross premiums > Non-Life","2014","2014","USD","US Dollar","6","Millions",,,583.657,,
"EST","Estonia","I_3","Total gross premiums > Non-Life","2015","2015","USD","US Dollar","6","Millions",,,525.919,,
"EST","Estonia","I_3","Total gross premiums > Non-Life","2016","2016","USD","US Dollar","6","Millions",,,569.989,,
"EST","Estonia","I_3","Total gross premiums > Non-Life","2017","2017","USD","US Dollar","6","Millions",,,670.5,,
"HKG","Hong Kong, China","I_1","Total gross premiums > Total","2009","2009","USD","US Dollar","6","Millions",,,24152.869,,
"HKG","Hong Kong, China","I_1","Total gross premiums > Total","2010","2010","USD","US Dollar","6","Millions",,,26903.369,,
